trial,bucketer,encoder,model_type,lstm_units,conv_filters,kernel_size,dropout,lr,batch_size,epochs,class_weight_pos,threshold,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_pr_auc,val_mcc,val_best_threshold,val_best_f1_on_val,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_pr_auc,test_mcc,score
4,none,index,bilstm,64,64,2,0.24730402253570768,0.00011173094835518406,32,19,7.983839142697521,0.6733178613450548,0.5216911764705883,0.5121378230227095,0.9596478356566398,0.6678580546336482,0.5790077373862653,0.5548413040982365,0.0865675531234286,0.641554594039917,0.6678580546331944,0.49669471153846156,0.48806451612903223,0.9450343535290443,0.6436928313124867,0.5529028433662082,0.512002839563915,0.05162148486956307,0.5515098370884864
5,none,index,bilstm,128,32,3,0.33417306755750587,0.00018426302654673483,32,10,9.65867976894749,0.6381772998385011,0.5216911764705883,0.5121378230227095,0.9596478356566398,0.6678580546336482,0.5705985809835796,0.5401592012196019,0.0865675531234286,0.8757990598678589,0.6678580546331944,0.49669471153846156,0.48806451612903223,0.9450343535290443,0.6436928313124867,0.5585503704076094,0.5198255499591005,0.05162148486956307,0.5569857343651163
11,state,index,cnn_lstm,256,32,2,0.3378560234377647,0.0022698415160241087,32,30,1.3958693437394927,0.40773335939053,0.5011029411764706,0.5011029411764706,1.0,0.6676463384766104,0.5719659103012503,0.5475750851252004,0.0,0.5320630669593811,0.6676463384761656,0.48106971153846156,0.48106971153846156,1.0,0.649624670318523,0.5587049857012499,0.5190625751825363,0.0,0.5582312037233322
12,state,index,bilstm,256,32,2,0.10246941691659985,0.002617888164585618,32,29,1.324277688792318,0.37831707995044267,0.5216911764705883,0.5121378230227095,0.9596478356566398,0.6678580546336482,0.57008711655712,0.5400900375167902,0.0865675531234286,0.5020689964294434,0.6678580546331944,0.49669471153846156,0.48806451612903223,0.9450343535290443,0.6436928313124867,0.558911320262705,0.5200090582473246,0.05162148486956307,0.5571141901668731
13,state,index,cnn_lstm,256,32,2,0.3687790524871001,0.0027418812243176975,32,30,1.4986149069818193,0.42711771834649415,0.5216911764705883,0.5121378230227095,0.9596478356566398,0.6678580546336482,0.5720088927768355,0.545779344419884,0.0865675531234286,0.5603537559509277,0.6678580546331944,0.49669471153846156,0.48806451612903223,0.9450343535290443,0.6436928313124867,0.5586932313222013,0.519155133027962,0.05162148486956307,0.5565164425133194
14,state,index,bilstm,256,32,2,0.3833128111004566,0.0010722732704863578,32,30,1.01497613867457,0.4066574099487837,0.5011029411764706,0.5011029411764706,1.0,0.6676463384766104,0.5672221588448473,0.5392024816857547,0.0,0.421046644449234,0.6676463384761656,0.48106971153846156,0.48106971153846156,1.0,0.649624670318523,0.5585820168127404,0.5198442216423352,0.0,0.5587783562451916
15,state,index,cnn_lstm,256,32,2,0.3882675357290554,0.0007665412612986426,32,25,2.5822277251744703,0.5331590330341371,0.5011029411764706,0.5011029411764706,1.0,0.6676463384766104,0.5733205341072702,0.5490611302048796,0.0,0.6901868581771851,0.6676463384761656,0.48106971153846156,0.48106971153846156,1.0,0.649624670318523,0.5584187213622638,0.5187993282524886,0.0,0.558046930872299
16,none,index,cnn_lstm,128,32,2,0.42811422612235533,0.0012962344817194543,32,17,2.5903691732194094,0.4423793666692906,0.5216911764705883,0.5121378230227095,0.9596478356566398,0.6678580546336482,0.573638171898544,0.5488347563954655,0.0865675531234286,0.6812964677810669,0.6678580546331944,0.49669471153846156,0.48806451612903223,0.9450343535290443,0.6436928313124867,0.5582169077158275,0.5186705132289513,0.05162148486956307,0.5561772086540119
17,kmeans,index,bilstm,256,32,2,0.3346470371146543,0.009147309478316394,32,26,5.318835671655036,0.5170088705279023,0.6360294117647058,0.5889365760610396,0.9060895084372708,0.7138728323699421,0.6660956395224673,0.6001535542400473,0.32229020006587505,0.8327242136001587,0.7138728323694646,0.5961538461538461,0.5501757126122608,0.8800749531542785,0.6770783277270543,0.6376105047258028,0.568107207673755,0.2527343967348484,0.6007985436897447
18,kmeans,index,bilstm,256,32,3,0.44255070252104073,0.008528465010933435,32,27,5.666357940781819,0.5491002826392413,0.6367647058823529,0.5894134477825465,0.9068231841526045,0.7144508670520231,0.6626905624000116,0.5972199280762898,0.32403999765460295,0.8543079495429993,0.7144508670515455,0.5964543269230769,0.550390625,0.8800749531542785,0.677241047825042,0.6383792411155883,0.5686049661098691,0.25330579905211253,0.601195790624421
19,kmeans,index,bilstm,128,32,3,0.4560301089898728,0.008372504311411393,32,19,5.6061817463931005,0.5559443727354934,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6655152409370504,0.6029797747212553,0.3222700868192427,0.8479915857315063,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6392389383155505,0.5694417794908389,0.25416854366658337,0.6017884363950322
20,kmeans,index,bilstm,128,32,3,0.44410935129671864,0.004619730553209339,32,17,6.13679598107195,0.5741107134206267,0.6334558823529411,0.5864022662889519,0.9112252384446075,0.7135880494110888,0.669709681762076,0.6067227854165176,0.31999366428494935,0.8704502582550049,0.7135880494106123,0.5931490384615384,0.5475182762601001,0.8888194878201124,0.6776190476190476,0.6380924342667997,0.5687519537146152,0.2511114195531638,0.6014120818859449
21,kmeans,index,bilstm,128,32,3,0.4360996346427691,0.009844881654271808,32,18,6.1335795069504995,0.5718541438571327,0.6341911764705882,0.5877025738798856,0.9046221570066031,0.7125108350187807,0.6671066738538411,0.606019061191905,0.318093395401881,0.8418870568275452,0.7125108350183031,0.5943509615384616,0.5490042951971886,0.8782011242973142,0.6756367131186929,0.6353364844713802,0.5679960458116917,0.24845029015766687,0.600288246003792
22,kmeans,index,bilstm,128,32,3,0.44640288653699645,0.004425651915938887,32,19,5.0139751852413825,0.5600373818180898,0.6136029411764706,0.5712979890310786,0.917094644167278,0.7040270346381301,0.6510890786125149,0.5974993284770377,0.2847117360035842,0.851714551448822,0.7040270346376571,0.5685096153846154,0.5310267017675818,0.8819487820112429,0.6629107981220658,0.6227216848763097,0.5623344921558557,0.19933513660539678,0.5925073839457187
23,kmeans,index,bilstm,128,32,3,0.4487004842132783,0.004607520220231427,32,15,6.549303826374444,0.48144089595795425,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6667538931580009,0.6052994088708864,0.3222700868192427,0.8765420317649841,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6343836564220321,0.5678347442524125,0.25416854366658337,0.6006635117281338
24,kmeans,index,bilstm,128,32,3,0.4127623954241093,0.007000309774545724,32,11,4.827179306642507,0.5871981772490313,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6660475207762149,0.6051649755209301,0.3222700868192427,0.8482642769813538,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6375329258240815,0.5688062270607723,0.25416854366658337,0.6013435496939856
25,kmeans,index,bilstm,128,32,3,0.40942989613750447,0.003921132568073253,32,11,4.527666632928885,0.5964072893727488,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6684923856139006,0.6112568855399723,0.3222700868192427,0.8493209481239319,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6352066437920423,0.567336869501508,0.25416854366658337,0.6003149994025007
26,kmeans,index,bilstm,128,32,3,0.4975184959106825,0.0067189326026602545,32,11,6.681727498524532,0.6875674416987149,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6668212053367474,0.6081976798789188,0.3222700868192427,0.8826524615287781,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6388899236761043,0.5696083899711516,0.25416854366658337,0.6019050637312512
27,kmeans,index,bilstm,128,32,3,0.49186200647605444,0.00366221882324324,32,16,8.639390042256839,0.6837293500664235,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6700665174084433,0.6117285436689803,0.3222700868192427,0.9104539752006531,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6370141056165317,0.5689733830691037,0.25416854366658337,0.6014605588998176
30,kmeans,index,bilstm,128,32,3,0.46436509036510787,0.005835785896035721,32,16,8.654514296633476,0.6644326752448602,0.6297794117647059,0.5839622641509434,0.9082905355832722,0.7108814240597187,0.6625991908481387,0.6048466656703148,0.3115047963337764,0.9093547463417053,0.7108814240592423,0.5907451923076923,0.5464438398756316,0.8782011242973142,0.6736942980354576,0.6322459869645746,0.5672792527600007,0.2415426415103968,0.5992037663426377
31,kmeans,index,bilstm,128,32,3,0.49916107472245586,0.004707978409232461,32,13,6.891463592287269,0.6129177459152677,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6676154349799496,0.6051533034087245,0.3222700868192427,0.8918741941452026,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6367327238657658,0.5686348655358626,0.25416854366658337,0.6012235966265489
32,kmeans,index,bilstm,128,32,3,0.4655823007210352,0.003525843963704161,32,17,6.280113520288462,0.5213184123935728,0.6345588235294117,0.5873166114529106,0.9104915627292737,0.7140391254315305,0.6693647406372544,0.6079917165696177,0.3217085398159106,0.8327288627624512,0.7140391254310539,0.5940504807692307,0.5482253086419753,0.8875702685821362,0.67779632721202,0.6390689519108461,0.5694234826480649,0.25223322296947565,0.6019353360172514
33,kmeans,index,bilstm,128,32,3,0.47019185794987406,0.003218551683613285,32,23,7.754600091085849,0.4635341588994578,0.6341911764705882,0.5876190476190476,0.9053558327219369,0.7126768697660988,0.6704825553325032,0.6093345587125253,0.31845041646787786,0.9061233401298523,0.7126768697656214,0.5961538461538461,0.550293542074364,0.8782011242973142,0.6766121270452358,0.636011909175179,0.5683239577616175,0.25188529583805896,0.600810408546703
35,prefix,index,bilstm,128,32,3,0.46350598937351195,0.0018990052104844548,32,9,6.472749674230675,0.5309123675282047,0.5216911764705883,0.5121378230227095,0.9596478356566398,0.6678580546336482,0.5717231539297066,0.5443640936855739,0.0865675531234286,0.8348486423492432,0.6678580546331944,0.49669471153846156,0.48806451612903223,0.9450343535290443,0.6436928313124867,0.5586384378321743,0.5191822548815002,0.05162148486956307,0.5565354278107961
38,kmeans,index,bilstm,128,64,5,0.47784450582812665,0.005573013013925533,64,13,7.008612737902642,0.6186149348528408,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6657331269453626,0.6037021435637147,0.3222700868192427,0.8909248113632202,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6371663700343626,0.568697990640251,0.25416854366658337,0.6012677841996207
41,kmeans,index,bilstm,128,32,3,0.4538806697435885,0.005260143915922777,32,17,6.01100368283264,0.5432565013777371,0.6121323529411765,0.5700636942675159,0.9192956713132795,0.7037349059253019,0.6501534663609414,0.5918209297717234,0.28301642478097944,0.8835570812225342,0.7037349059248293,0.5670072115384616,0.5298953662182362,0.8856964397251718,0.663081599251812,0.6240099648200478,0.5619938661934223,0.19797429942838352,0.5923201861109392
42,kmeans,index,bilstm,128,32,3,0.4928898341137675,0.002424216686916723,32,18,6.5134870987956734,0.5799570756206082,0.6360294117647058,0.5886828340466,0.9082905355832722,0.7143681477207156,0.6673194235914859,0.6048994529823601,0.3233795230991995,0.8792235851287842,0.7143681477202383,0.5946514423076923,0.5488750969743987,0.8838226108682073,0.6771955013161043,0.6396074833078775,0.5696771458891272,0.25160339486871747,0.6019326525172203
43,kmeans,index,bilstm,128,32,3,0.48192398393856545,0.00303086737309765,32,21,6.728687253752758,0.5112444196508301,0.6360294117647058,0.5891065456282848,0.9046221570066031,0.7135416666666666,0.6694366484265981,0.6105536679428334,0.3215750578144279,0.8641172051429749,0.7135416666661889,0.5964543269230769,0.5505090054815975,0.8782011242973142,0.6767749699157641,0.6358643465089675,0.5684162722090257,0.2524566094791309,0.6009238815210471
44,none,index,bilstm,128,32,3,0.4942312785749561,0.0021681141884628587,32,19,4.063582382461484,0.593239025709156,0.5216911764705883,0.5121378230227095,0.9596478356566398,0.6678580546336482,0.5702036288022596,0.5402053376867967,0.0865675531234286,0.7545194029808044,0.6678580546331944,0.49669471153846156,0.48806451612903223,0.9450343535290443,0.6436928313124867,0.5588286779361625,0.5200109936721974,0.05162148486956307,0.5571155449642842
46,kmeans,index,cnn_lstm,64,64,5,0.48285147394108247,0.00015739580012997544,32,13,7.474172656084145,0.6503155227224844,0.6363970588235294,0.5893881453154876,0.9046221570066031,0.7137481910274964,0.6647799432415058,0.5988059067886284,0.3222700868192427,0.8575378656387329,0.7137481910270185,0.5973557692307693,0.551156409251274,0.8782011242973142,0.6772639691714836,0.6385378348144455,0.5687812222478078,0.25416854366658337,0.6013260463249105
48,prefix,index,bilstm,128,32,3,0.4586601427073127,0.0015416548563279863,32,5,5.150160067424501,0.6229630900860672,0.5216911764705883,0.5121378230227095,0.9596478356566398,0.6678580546336482,0.572208396342759,0.5469512794473423,0.0865675531234286,0.8035155534744263,0.6678580546331944,0.49669471153846156,0.48806451612903223,0.9450343535290443,0.6436928313124867,0.5586646591392829,0.5191109706020927,0.05162148486956307,0.5564855288152109
49,kmeans,index,cnn_lstm,128,32,3,0.42990359765055375,0.0007090119732439939,32,22,9.99699516034972,0.49351184025906414,0.6334558823529411,0.586565752128666,0.9097578870139399,0.7132585562266321,0.6631558003904647,0.5998723397637962,0.3192452210193896,0.9110569357872009,0.7132585562261554,0.5934495192307693,0.5478395061728395,0.886945658963148,0.6773193417600764,0.6380150362016791,0.5684698760267319,0.2507841672776662,0.6011247157467352
0,none,index,bilstm,64,64,3,0.2823899179716589,0.0018153824105353116,64,14,9.523264811787055,0.5610298518672312,0.5225181937395518,0.4598779022027585,0.9435491747240942,0.6183683103042716,0.6793151353458736,0.5904070023526823,0.23347124405017153,0.8219135999679565,0.618368310303831,0.5192122881763142,0.4573945901810552,0.9435174304739522,0.6161125924789145,0.6784586954908424,0.5891836747134209,0.22895124253646426,0.5972623500430689
4,kmeans,index,bilstm,256,32,2,0.40516832183718887,0.0030645233200373534,32,7,2.7159811189010354,0.6431623858080766,0.5265022973662873,0.4618529429447484,0.9378357261451313,0.6189121905237631,0.6799810320980623,0.5890001945974555,0.23512731309376012,0.5432749390602112,0.6189121905233209,0.5243697344395681,0.46001670170184583,0.9386016451233843,0.6174270972230275,0.6807374633013159,0.5887100243452067,0.23327435666989704,0.5973251462085529
6,state,index,bilstm,64,64,3,0.39725532139851494,0.0011592457433613633,64,10,7.971230081794775,0.43242369675414905,0.8589146821225863,0.7455931831480398,0.9955806231077253,0.8526410438710217,0.9126155936552708,0.8285601520633393,0.7505066736752745,0.8765252232551575,0.852641043870532,0.8526043501938046,0.735881766566983,0.9975910693301998,0.8469807697104232,0.9106523085240633,0.8279029170354831,0.7417385627291609,0.8336262728379651
7,kmeans,index,cnn_lstm,256,32,3,0.4360544326892005,0.0010968414801049702,32,10,1.240212661656622,0.6619552191486656,0.5275033284282812,0.4623917520806485,0.9373718136536772,0.6192945807086455,0.6827758554895242,0.5929081463670342,0.23639965113665523,0.37871822714805603,0.6192945807082031,0.5244658359227344,0.46003286154910494,0.9376615746180964,0.617238111813734,0.681682024422796,0.587583358980276,0.2326207103098736,0.5964797848303134
11,state,index,bilstm,256,32,2,0.37288373992937046,0.009661207390174956,32,9,4.172453325712594,0.6060339633155188,0.8546202588666326,0.7383025910098988,0.9997802519777322,0.8493730358754161,0.9097970889076599,0.825521108655039,0.7457771042421006,0.7984358668327332,0.8493730358749274,0.8474869462152033,0.7283464566929134,1.0,0.8428246013667426,0.9071788257221349,0.8222995439907612,0.735131221911095,0.8284570612035556
12,state,index,bilstm,256,64,2,0.35736261537995434,0.006430004202488394,32,13,4.366330782737751,0.42198511991931853,0.8546502897984924,0.73834252948177,0.9997802519777322,0.8493994648080154,0.910016905281563,0.8253210892955817,0.7458224752742676,0.7607248425483704,0.8493994648075268,0.8475109715859949,0.7283776265673814,1.0,0.8428454700770049,0.9071104719550982,0.8220700893823616,0.7351670874461205,0.8283027035907545
13,state,index,bilstm,64,32,2,0.2334107370114557,0.009297967945754056,32,17,8.29672673060006,0.5901801962689548,0.856021702353424,0.7416122638249896,0.9957515382361559,0.8500943229074385,0.9047801209165782,0.8114423506616497,0.7461606449514979,0.9440561532974243,0.8500943229069492,0.8492407982829868,0.731343926279981,0.9978848413631022,0.8440722610143379,0.9015027159106628,0.8073556570077577,0.7368032076626353,0.8183706382097318
14,state,index,bilstm,128,32,2,0.370761886358916,0.0005998542510287242,32,9,4.335480155319246,0.4956859398544577,0.8594952801385427,0.7466375929930004,0.9948969625940033,0.8530723332984402,0.9127772214534611,0.8313275480282413,0.7511107339952301,0.784379780292511,0.8530723332979504,0.8534772719992312,0.7372552427296953,0.9969839404622013,0.8476704299463816,0.911130649698535,0.8299925388207957,0.7427933392755822,0.8352959061584715
15,state,index,bilstm,128,64,3,0.266111412251915,0.0005824309839732017,64,13,6.91882833807815,0.49484539310323494,0.8613271669819914,0.7549239075227149,0.9798564312921184,0.852807735217553,0.9127075050637501,0.8307873050687976,0.7479694745422802,0.8645179867744446,0.8528077352170613,0.8557997245090816,0.7456158601830936,0.9825891108499805,0.8478554770676311,0.910901178905958,0.8290285191096918,0.7403555748344541,0.8346766064970734
16,state,index,bilstm,128,64,2,0.10156498819899437,0.0004974721363196627,32,14,5.670174488605735,0.5145350332743897,0.8607265483447951,0.7509884357655968,0.9878406094345151,0.8532832783220323,0.917199750391758,0.8392790850214629,0.7501369277650787,0.8253211379051208,0.8532832783215415,0.854061889355159,0.7407651811769537,0.9893262828045437,0.8471904270752099,0.9152617745981168,0.8362100257285483,0.7404221434166952,0.8395041461325468
19,none,index,bilstm,128,64,2,0.11095903807009194,0.00030576631744061195,32,20,6.13763137094638,0.45447223957974736,0.5237594722564242,0.4605481183020015,0.9433050102549078,0.6189213652347348,0.6808858602768065,0.5925025223845986,0.23533893905382722,0.7446901798248291,0.6189213652342939,0.5203014383188648,0.4580043140720469,0.9439678809244026,0.6167616780872314,0.6799860794745584,0.5881506215574155,0.2311996791139599,0.5967339385163603
20,state,index,bilstm,128,64,2,0.22568526060649352,0.00013238729915658831,32,24,4.68296652777423,0.3722551387184019,0.8657717448972442,0.7630287405709921,0.9755835530813556,0.8563131556669988,0.9181418966992902,0.8409051339556461,0.7534324107111288,0.794533908367157,0.8563131556665063,0.8607809847198642,0.7538825729019029,0.9792205248726988,0.8519023359629244,0.9159935687137434,0.8368894896785093,0.7468295833031211,0.8413933435638338
21,state,index,bilstm,128,64,2,0.18052869944499375,0.00014433261944214477,32,25,4.867412245935152,0.3783098138443988,0.865641610859185,0.7634832535885168,0.9740209004785624,0.8559963950818616,0.9179569413164458,0.8398747878676528,0.7526635904589775,0.8032221794128418,0.855996395081369,0.8605487394688791,0.7545043341451977,0.9767920094007051,0.8513779947594378,0.9159017905595395,0.8362764426396792,0.7455462406845205,0.8408069082756067
22,state,index,bilstm,128,64,2,0.16940174343627154,0.00010686530558216239,32,26,5.029226124227923,0.38489027077611837,0.8651310850175681,0.7614888394131415,0.9770729563433929,0.85591453046296,0.9178892864534836,0.8397070052897313,0.752951852436215,0.8021296262741089,0.8559145304624677,0.8596357753788,0.7520179169986021,0.9798472385428907,0.850946942316033,0.9155591671712524,0.8358555294106311,0.7452697373285532,0.8403829532822515
23,state,index,bilstm,128,64,2,0.17992426737929207,0.00010121778532196183,32,26,3.244151834638627,0.3661945025308976,0.8655415077529856,0.7660969101666731,0.9674040433636097,0.855061829639381,0.9178447416926993,0.8404681029322111,0.7501821273010836,0.7386241555213928,0.8550618296388878,0.8607409424352116,0.7571679523409456,0.9707794751273012,0.8507702209826218,0.9155532390324896,0.8359321693407644,0.743632244073731,0.8403835848333215
24,state,index,bilstm,128,64,2,0.24917382584578007,0.00016474303814240286,32,26,3.4677455548536567,0.36848007559144236,0.8652512087450074,0.7593721110125842,0.9827375720285184,0.8567353845826371,0.9182972723941039,0.841397590209058,0.7552431132854687,0.727084755897522,0.8567353845821454,0.8595877246372169,0.7498472315373724,0.9853309831570701,0.8516101730777369,0.9160309388609431,0.8362794385906269,0.7473323361805662,0.8408786589367598
25,state,index,bilstm,128,64,2,0.22940650103129692,0.00017953974905251952,32,29,3.6306301198642554,0.3581467633775893,0.8646105488653313,0.7613920070133979,0.9754614708467624,0.8552345681655196,0.9180481416607909,0.8407490337610135,0.751536585956723,0.7430394887924194,0.8552345681650272,0.8599080629144377,0.7527521346927096,0.9789463376419898,0.8510765091986413,0.9157339470959003,0.8366299861455792,0.7453524997419226,0.8409639430614978
29,none,index,bilstm,128,64,2,0.2961347400517055,0.00037546368228565227,32,28,2.276893161941771,0.39096685903126943,0.5224080803227324,0.45993403412191824,0.9465279812481687,0.619057504670957,0.6814164464745659,0.5929804832672094,0.23599240029672042,0.4907867908477783,0.6190575046705169,0.5188519076144409,0.45730622136392896,0.9461026243634939,0.6165824271200286,0.6799893072998116,0.5873629063885668,0.23070020720287857,0.5961287626080053
30,state,index,bilstm,128,64,5,0.13895352733637173,0.00015022770919749173,32,23,2.236678581814285,0.4448540434544349,0.8626184970519635,0.7522135368428852,0.9915274929192304,0.8554485896652694,0.9179639380383958,0.8404773970083977,0.7545478710110702,0.6258634924888611,0.8554485896647787,0.8569209084793542,0.743079762148862,0.9936545240893067,0.8502907707519818,0.9155823349669427,0.8361327582700965,0.7466109869459251,0.840380162014662
31,state,index,bilstm,128,64,2,0.20679260539683794,0.00015076011529794093,32,24,4.906172594741301,0.3598247191777804,0.8647206622821506,0.7617911928565977,0.9748754761207149,0.8552609030931368,0.9174749272406784,0.8393818746358761,0.7514998699001718,0.8026826977729797,0.8552609030926442,0.8594836146971202,0.7528289930293611,0.9772032902467686,0.8504661746407813,0.9154825571024563,0.8360624440783289,0.744022131207942,0.8403835632470646
32,state,index,bilstm,128,64,2,0.2784839433233166,0.0002333230804532721,32,28,3.8676191923653747,0.4002438179392304,0.8617676206492687,0.7523283698622497,0.9881336067975388,0.8542570370135832,0.9176346337365356,0.8398567560945971,0.7518719415674711,0.7549827694892883,0.8542570370130924,0.855078963385335,0.7421615585789427,0.9892871132001567,0.8480885142962676,0.9158370808160302,0.8375139262550702,0.7419661797518234,0.8406863026674294
33,state,index,bilstm,128,64,2,0.14432757274615526,0.00013902446906557633,32,22,4.650093378327005,0.36856809860010203,0.8621580227634463,0.7513126756396983,0.9922111534329524,0.8551197340179285,0.9178085101477879,0.8399254713235168,0.7541104287294881,0.7453126907348633,0.855119734017438,0.8559278598199699,0.7414714644546995,0.9943791617704661,0.8495014054343462,0.9156719543828223,0.8357498699510861,0.7453993913638574,0.839875330596064
34,state,index,bilstm,128,64,5,0.22077463906871378,0.0002815962478820397,32,27,5.972761414566915,0.3410276880551638,0.8649008478733096,0.7600674319051407,0.9797587655044437,0.8560426666666666,0.9178836192744049,0.8402946121699149,0.7535752360823772,0.8311244249343872,0.8560426666661745,0.8592914117307877,0.7505386318750374,0.9824324324324324,0.8509703467462849,0.9159430251017471,0.8374483155356178,0.7457314301434977,0.8415049248988179
37,state,index,bilstm,128,64,5,0.2580254583972439,0.00020900249088023472,64,29,7.745411072577512,0.33954633587327737,0.8644103426529325,0.7571340124950752,0.9853501318488134,0.8562971450396257,0.918149199139464,0.8407791890958206,0.7549142513231023,0.8614785671234131,0.8562971450391343,0.8584104814684307,0.7474865802663186,0.9872502937720329,0.850799169606238,0.916124780626228,0.837720550222792,0.7462709840596314,0.8416441360378257
38,kmeans,index,bilstm,256,64,5,0.2772790962061009,0.00021054081293362764,64,29,7.617904006584947,0.3273055314787694,0.5278236583681192,0.46264115546041634,0.93930071296025,0.6199389246549404,0.6836901739821534,0.595299944406322,0.2385974778586026,0.7719941139221191,0.6199389246544981,0.5262997725598232,0.4611670058753504,0.940795142969056,0.6189377931247745,0.6851754590031459,0.5938132143422981,0.23840765695057772,0.601350587977041
41,state,index,bilstm,128,64,5,0.25099116739122934,0.0018044828297229796,64,25,9.023414754462696,0.31241329020757347,0.8619077649979479,0.7525242194908793,0.9881336067975388,0.8543832796748826,0.9170504818120034,0.8385845465103172,0.7520899891627078,0.8809106349945068,0.8543832796743916,0.855759682224429,0.7425970784702342,0.9906384645515081,0.8488693098384729,0.9145666363129829,0.8349591410498374,0.7435720097338671,0.8391321916864279
42,state,index,bilstm,128,64,5,0.29780244457547017,0.0001788039926801031,64,27,5.363166358095151,0.3524230779615209,0.8647206622821506,0.7628241964525151,0.9723605820880945,0.854940855713703,0.9176469478014666,0.8398908272153366,0.750597466529751,0.8182243704795837,0.8549408557132102,0.8595636992664254,0.7535087719298246,0.9757540148844497,0.8503498890595664,0.9155064518188817,0.8362103189063209,0.7436016664182552,0.8404521899522945
43,state,index,bilstm,128,64,5,0.19928588835337435,0.0001269909431095202,64,30,2.8182852290053075,0.38792923357987147,0.864009930228135,0.7589841606267623,0.9792704365660709,0.8551690316527895,0.9177970548279486,0.8394960333408863,0.7519832251704853,0.6844157576560974,0.8551690316522974,0.8585306083223885,0.7499887712784273,0.981081081081081,0.8501098826504204,0.9156060634428715,0.8366051844111421,0.74401601130665,0.8406565938829256
44,prefix,index,bilstm,128,64,5,0.24488547473438177,0.00018483591797116203,32,24,3.635152431650216,0.32563015385460414,0.5263221117751283,0.46177597827784655,0.9384461373180975,0.6189759157413297,0.6810213396390625,0.5925703548882063,0.23535313224972174,0.6543669104576111,0.6189759157408876,0.5228160937950476,0.4592155999732091,0.9399529964747356,0.6169965225328302,0.6800873134359724,0.5890721639664863,0.2318511929431253,0.5974494715363894
45,state,index,bilstm,256,64,3,0.2255021544807011,0.0002739210938527681,64,26,6.747688882360095,0.4263880864888173,0.8643502807892129,0.7572321612945616,0.9848862193573591,0.8561846643672062,0.9182057309129603,0.8406145772695003,0.754641893123238,0.8566840291023254,0.8561846643667147,0.8580100586219047,0.7471965112139551,0.9865452408930669,0.8503494378608326,0.9161649122496421,0.8384769045359993,0.7453672430549114,0.8420386645334493
46,kmeans,index,bilstm,256,64,3,0.2251101160102132,0.00038392390515188166,64,19,7.0233259957932175,0.4330781076850724,0.5325885662232099,0.46501445280579573,0.930925871667155,0.6202184681204096,0.683993633080789,0.5954460256750116,0.2394337552382776,0.7772471904754639,0.6202184681199653,0.5299356120062786,0.4628750899437973,0.9322953388170779,0.6186144429572066,0.6839501683643416,0.5919282604122654,0.23717821869470276,0.5999341151757478
48,state,index,bilstm,256,64,3,0.2661382682968083,0.0003225315858663556,64,24,7.45506737392071,0.3211097902012795,0.8653312912299669,0.7618086625416468,0.9769997070026369,0.8560884029909821,0.9176314771337375,0.8400144145698456,0.7532436862742536,0.8689401149749756,0.8560884029904897,0.8600762405099786,0.7527009539859761,0.9796905601253427,0.8513249034190506,0.9158232433179652,0.8369571445536117,0.7459010524702989,0.8412674722132434
49,state,index,bilstm,256,32,3,0.26664388175399506,0.000833915335683821,64,22,7.471535234514616,0.3199641185271551,0.8645905282440914,0.759424950345219,0.9802470944428167,0.8558211914176996,0.9180441205133683,0.8406684363025653,0.7532658123345471,0.8667412996292114,0.8558211914172076,0.8591152256783163,0.7502841758899192,0.9824520172346259,0.8508141112618725,0.9154387587682642,0.8359653379329015,0.7454639271081125,0.8404199699315927
